optimization,execution time of optimzier,no of feature selected,selected feature 
SSA,6.935757875442505,25,"protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,hot,root_shell,num_file_creations,num_access_files,is_guest_login,count,srv_count,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,"
